# team: Tok
# label: left_blink
# timestamp: 20260227_122514
# sample_rate: 500
# samples: 30856
# duration_sec: 61.697
# channels: EOG1,EOG2
#
timestamp,EOG1,EOG2
1772213052.7799134,541.0,1181.0
1772213052.7825801,542.0,1181.0
1772213052.7852466,542.0,1181.0
1772213052.7879133,542.0,1182.0
1772213052.78337,542.0,1182.0
1772213052.7860367,542.0,1182.0
1772213052.7887032,542.0,1182.0
1772213052.79137,542.0,1182.0
1772213052.7848947,542.0,1182.0
1772213052.7875614,542.0,1181.0
1772213052.790228,541.0,1181.0
1772213052.7928946,541.0,1182.0
1772213052.7996724,542.0,1182.0
1772213052.802339,543.0,1182.0
1772213052.8050056,544.0,1181.0
1772213052.8076723,543.0,1181.0
1772213052.8016477,543.0,1181.0
1772213052.8043144,543.0,1181.0
1772213052.8069808,543.0,1181.0
1772213052.8096476,542.0,1181.0
1772213052.8046913,542.0,1181.0
1772213052.807358,542.0,1181.0
1772213052.8100245,543.0,1181.0
1772213052.8126912,543.0,1181.0
1772213052.8283644,543.0,1181.0
1772213052.831031,543.0,1181.0
1772213052.8336976,543.0,1182.0
1772213052.8363643,543.0,1182.0
1772213052.8283644,542.0,1182.0
1772213052.831031,543.0,1182.0
1772213052.8336976,544.0,1181.0
1772213052.8363643,544.0,1182.0
1772213052.8420603,543.0,1182.0
1772213052.844727,543.0,1182.0
1772213052.8473935,543.0,1182.0
1772213052.8500602,544.0,1182.0
1772213052.8435862,544.0,1181.0
1772213052.846253,544.0,1182.0
1772213052.8489194,544.0,1181.0
1772213052.851586,544.0,1181.0
1772213052.8435862,543.0,1181.0
1772213052.846253,543.0,1182.0
1772213052.8489194,543.0,1183.0
1772213052.851586,544.0,1182.0
1772213052.8801453,544.0,1182.0
1772213052.882812,544.0,1182.0
1772213052.8854785,544.0,1183.0
1772213052.8881452,543.0,1182.0
1772213052.881559,542.0,1182.0
1772213052.8842256,543.0,1182.0
1772213052.886892,543.0,1181.0
1772213052.8895588,543.0,1181.0
1772213052.8825629,543.0,1182.0
1772213052.8852296,542.0,1181.0
1772213052.887896,543.0,1182.0
1772213052.8905628,544.0,1182.0
1772213052.8886628,543.0,1182.0
1772213052.8913295,543.0,1182.0
1772213052.893996,543.0,1183.0
1772213052.8966627,543.0,1182.0
1772213052.890717,542.0,1182.0
1772213052.8933837,543.0,1183.0
1772213052.8960502,544.0,1183.0
1772213052.898717,544.0,1182.0
1772213052.8921432,542.0,1182.0
1772213052.89481,542.0,1182.0
1772213052.8974764,542.0,1182.0
1772213052.9001431,543.0,1182.0
1772213052.9267328,543.0,1182.0
1772213052.9293995,543.0,1182.0
1772213052.932066,543.0,1182.0
1772213052.9347327,543.0,1182.0
1772213052.927707,543.0,1183.0
1772213052.9303737,543.0,1182.0
1772213052.9330401,543.0,1182.0
1772213052.9357069,543.0,1183.0
1772213052.9322534,544.0,1183.0
1772213052.93492,544.0,1183.0
1772213052.9375865,544.0,1182.0
1772213052.9402533,544.0,1182.0
1772213052.9347725,543.0,1182.0
1772213052.9374392,543.0,1181.0
1772213052.9401057,543.0,1182.0
1772213052.9427724,543.0,1182.0
1772213052.9347725,544.0,1183.0
1772213052.9374392,544.0,1183.0
1772213052.9401057,543.0,1183.0
1772213052.9427724,544.0,1183.0
1772213052.9713445,545.0,1183.0
1772213052.9740112,545.0,1183.0
1772213052.9766777,545.0,1183.0
1772213052.9793444,544.0,1184.0
1772213052.9729667,544.0,1185.0
1772213052.9756334,545.0,1184.0
1772213052.9782999,545.0,1184.0
1772213052.9809666,545.0,1184.0
1772213052.9729667,545.0,1184.0
1772213052.9756334,544.0,1184.0
1772213052.9782999,544.0,1183.0
1772213052.9809666,543.0,1183.0
1772213052.9775352,543.0,1183.0
1772213052.980202,544.0,1183.0
1772213052.9828684,544.0,1183.0
1772213052.9855351,545.0,1184.0
1772213052.979567,545.0,1183.0
1772213052.9822338,544.0,1182.0
1772213052.9849002,544.0,1182.0
1772213052.987567,544.0,1183.0
1772213052.9808815,543.0,1183.0
1772213052.9835482,543.0,1183.0
1772213052.9862146,543.0,1182.0
1772213052.9888813,543.0,1182.0
1772213053.0196493,543.0,1182.0
1772213053.022316,543.0,1182.0
1772213053.0249825,544.0,1183.0
1772213053.0276492,544.0,1183.0
1772213053.022175,543.0,1182.0
1772213053.0248418,543.0,1182.0
